"year","geo_id","crop_id","average_temperature","total_precipitation","co2_emmissions","crop_yield","extreme_weather_events","irrigation_access","pesticide","fertilizer","soil_health_index","adaptation_id","economic_impact"
"2008","2","4","6.6","2724.49","13.09","2.49","3","24.57","14.12","41.43","51.74","1","769.02"
"2007","30","3","22.32","1858.63","22.74","1.071","9","24.71","41.63","58.83","74.15","4","459.58"
"2018","16","10","10.55","620.36","5.81","3.47","9","20.94","23.14","36.81","95.66","4","911.96"
"2000","4","10","23.56","1085.59","11.12","3.06","0","74.91","34.66","69.48","58.95","2","679.85"
"2006","14","3","23.91","334.68","17.83","0.99","6","17.75","16.85","2.45","34.36","1","279.76"
"2005","35","9","20.16","923.02","24.01","1.431","9","67.59","15.8","61.6","46.6","4","478.42"
"2008","20","8","2.35","2136.96","11.06","1.62","9","47.9","23.69","67.88","49.93","1","571.24"
"2010","13","4","22.02","338.93","26.94","2.601","5","73.03","24.43","30.96","68.61","3","391.42"
"2009","40","2","30.81","973.54","26.28","3.456","1","94.96","27.36","29.43","95.89","3","1430.25"
"2009","11","10","12.22","1440.98","9.51","1.59","9","32.21","39.56","28.23","53.14","3","657.77"
"2022","30","10","5.67","1094.92","5.83","1.21","8","73.31","3.44","13.33","31.6","1","366.4"
"2000","29","2","4.23","2740.56","22.12","1.989","2","78.18","22.6","93.78","98.34","1","296.34"
"2014","33","8","-0.37","2652.23","15.55","2.331","4","98.36","16.02","42.11","42.77","5","579.49"
"2007","4","9","-4.19","2197.51","26.3","0.6120000000000001","9","92.83","22.27","1.87","87.68","5","230.51"
"2013","36","3","9.11","668.92","22.11","1.755","10","72.89","17.8","60.85","53.43","5","791.79"
"2012","34","10","4.09","952.74","19.4","2.7","3","73.78","36.25","19.16","84.93","3","933.54"
"2004","27","1","15.56","297.86","23.27","1.917","5","15.57","47.62","44.08","52.08","1","523.4"
"2016","29","6","8.19","2188.12","14.67","2.9","8","66","42.57","18.46","75.59","4","925.53"
"1992","13","2","-0.23","1373.9","14.17","1.63","8","67.03","40.49","47.26","95.11","4","305.66"
"1994","29","2","-4.35","1894.57","26.33","2.601","10","51.56","22.28","64.17","30","1","490"
"1995","19","2","-3.21","2732.52","12.75","0.64","3","88.12","42.27","73.32","85.94","4","236.78"
"2015","20","6","-0.35","2109.82","3.29","1.56","4","20.05","11.38","43.14","39.95","5","766.88"
"2014","14","4","-0.86","1632.32","12.77","1.01","8","41.61","34.16","40.76","40.9","5","354.04"
"2000","26","9","30.11","1265.75","29.41","1.467","10","44.68","41.61","40.15","50.1","1","321.98"
"2012","7","1","26.19","2070.04","16.17","2.16","8","43.4","11.74","28.76","90.22","2","887.03"
"2007","1","3","30.3","2167.09","6.05","1.39","4","62.15","48.94","76.71","49.45","2","247.12"
"1990","25","4","5.13","1731.04","29.93","1.1880000000000002","1","90.42","48.4","25.12","61.85","4","178.8"
"1995","25","8","0.13","1602.83","17.2","0.522","3","27.78","37.04","48.39","53.83","2","76.09"
"2007","9","2","11.73","2924.33","26.67","4.014","1","70.28","33.65","40.46","95.81","4","547.38"
"2022","21","5","24.97","2619.65","14.83","3.62","9","82.02","43.42","37.87","73.86","3","481.28"
"1991","11","3","6.22","1780.56","4.55","1.81","4","77.32","9.85","92.82","93.63","3","435.94"
"2017","28","1","-4.76","2635.98","20.93","1.062","0","16.68","33.63","59.45","63.72","1","355.7"
"1994","19","4","9.27","1618.89","6.18","2.7","9","59.02","37.03","66.22","49.86","2","1191.75"
"2006","19","6","6.11","2619.15","8.58","0.76","2","58.16","7.27","72.46","56.16","4","233.06"
"2000","26","10","33.38","1982.55","24.13","2.133","1","33.36","6.41","36.31","94.19","5","897.18"
"2022","17","1","6.98","907.92","10.04","1.91","10","50.58","15.59","69.26","51.81","3","606.18"
"1999","11","6","28.04","2930.69","24.99","3.249","4","35.13","25.3","42.54","31.76","2","747.35"
"2019","1","8","15.51","2853.27","15.28","2.196","8","73.85","34.76","2.4","74.36","4","950.68"
"2005","17","5","32.6","2602.42","25.49","2.826","1","52.31","42.68","32.51","56.91","1","322.15"
"1998","10","10","30.62","208.2","9.69","1.737","5","49.83","24.61","80.51","36.15","2","843.69"
"2019","1","9","34.38","2497.22","6.98","3.26","6","29.41","46.68","39.14","69.36","5","879.86"
"2016","37","8","33.26","1799.75","6.91","3.06","9","84.26","27.78","71.84","87.18","4","347.36"
"2024","23","3","6.55","2286.86","6.95","1.19","6","74.84","10.79","34.09","70.13","4","590.1"
"2015","6","6","2.53","1604.81","23.14","2.556","1","42.59","29.46","65.1","55.25","4","512.78"
"2004","12","2","28.02","2075.38","15.36","2.9970000000000003","4","71.51","48.69","12.53","91.27","5","980.46"
"2004","18","10","19.72","1509.17","4.15","2.18","0","18.07","46.45","96.29","71.23","4","1030.5"
"2004","25","7","34.81","589.45","1.63","1.09","6","35.23","14.96","61.97","35.89","4","468.12"
"2013","14","5","27.36","1429.96","6.5","3.44","9","82.63","6.29","40.65","72.72","1","1555.8"
"2019","20","7","1.47","2946.39","8.96","0.72","1","39.74","5.64","65.17","89.34","1","268.94"
"2017","31","7","1.94","1345.81","4.76","2.6","7","31.19","43.41","36.42","75.34","3","1128.57"
"2005","11","4","19.61","1280.06","7.2","4.96","7","92.89","35.89","67.96","86.01","3","711.82"
"2012","19","7","34.22","1374.14","3.97","1.6","4","96.91","35.65","26.19","52.4","4","506.7"
"1995","28","10","16.53","552.26","18.49","3.645","5","44.46","20.77","21.75","46.1","2","562.8"
"2023","24","4","21.73","2632.97","16.48","3.591","2","77.44","8.97","64.86","50.65","2","924.8"
"2006","40","7","11.76","2958.6","11","3.1","1","36.94","5.32","13.93","62.95","2","808.05"
"2020","38","2","22.22","633.52","11.33","3.57","5","67.38","2.79","44.33","72.94","4","1687.79"
"2022","26","7","34.65","2695.49","16.61","2.277","8","97.57","48.36","24.19","35.64","2","672.08"
"1996","10","4","17.72","2626.04","3.7","4.97","10","99.29","30.27","14.4","84.35","1","1154.81"
"2021","33","5","11.32","2598.74","4.37","2.89","4","27.26","33.57","65.33","96.87","1","945.76"
"2022","17","3","31.5","377.78","19.62","2.763","10","70.27","35.84","87.12","50.23","4","997.82"
"1998","34","3","27.71","2188.16","4.31","3.67","2","33.24","0.14","25.62","54.11","4","1794.22"
"1997","19","5","32.65","359.42","26.07","3.042","6","86.51","11.37","26.78","53.54","1","586.74"
"2010","34","2","17.81","624.18","20.54","1.368","8","30.06","49.87","5.86","77.17","3","506.11"
"2023","11","1","34.3","1203.61","17.73","2.457","5","55.33","0.42","84.42","44.41","4","734.38"
"1999","22","3","16.84","2119.33","18.64","4.3020000000000005","2","20.1","7.67","68.09","60.65","2","974.81"
"2018","10","3","3.73","2218.48","24.75","1.989","2","44.5","3.16","90.5","57.21","4","507.36"
"1997","3","8","34.58","2767.46","5.3","2.15","9","50.14","47.62","53.89","76.58","2","401.14"
"1993","38","1","3.48","2845.45","3.11","2.69","8","64.76","18.3","46.59","74.62","1","940.42"
"1997","14","6","10.63","1441.18","18.85","2.403","1","66.7","41.55","47.97","37.07","4","1111.57"
"2018","12","9","8.27","2128.94","18.89","0.5940000000000001","1","53.6","3.01","12.67","78.18","2","179.5"
"1996","21","8","6.32","845.05","4.9","1.97","4","70.13","3.32","96.37","48.44","5","265.94"
"2023","32","1","6.47","533.48","26.26","1.845","3","67.88","45.87","53.52","32.26","2","559.6"
"2014","5","8","-2.58","2309.76","8.01","1.93","4","34.48","33.09","42.19","40.43","3","873.55"
"2007","28","9","18.45","1415.98","17.38","1.62","4","75.37","14.73","40.04","96.47","3","360.37"
"2005","31","6","-3.86","1274.61","22.65","2.664","1","93.23","14.61","70.37","80.21","5","683.26"
"1990","6","6","3.27","1336.34","21.09","2.0160000000000005","10","63.51","47.87","56.78","85.53","5","880.84"
"1995","39","7","3.14","1797.53","11.58","0.65","7","85.2","14.18","65.36","79.02","1","269.64"
"2022","40","4","-1.35","2627.57","22.16","0.7020000000000001","7","23.95","35.56","79.87","52.82","1","271.51"
"2003","37","5","-1.58","1040.79","29.73","0.972","7","98.85","27.44","44.02","97.79","4","363.01"
"2024","31","2","27.43","2934.53","2.08","0.96","6","42.95","45.75","37.61","37.2","2","142.87"
"1999","5","6","-2.75","361.09","23.99","1.53","2","17.35","40.44","20.29","73.16","2","500.41"
"2001","8","5","-2.45","1683.91","9.13","2.53","6","21.96","4.63","76.82","85.27","3","563.49"
"2011","28","5","3.3","2285.6","9.39","1.35","5","63.29","21.91","47.17","81.19","1","429.39"
"1996","32","10","9.8","1104.12","3.54","2.76","7","51.22","6.35","65.43","50.7","1","751.03"
"2019","30","5","15.28","2740.39","21.03","1.944","8","51.5","35.11","16.4","42.64","2","625.82"
"2021","35","2","28.38","1309.44","8.23","2.34","4","32.91","14.53","44.76","89.63","4","464.65"
"2015","11","10","5.6","2066.14","5.24","2.17","5","71.58","4.9","59.55","78.87","3","720.41"
"2001","9","1","5.58","1146.21","13.57","1.53","9","64.36","22.4","36.66","59.11","4","459.21"
"2012","28","1","-4.1","2181.29","15.58","0.747","5","99.2","22.9","58.45","62.81","1","216.6"
"2014","33","4","10.33","814.12","20.05","2.4480000000000004","8","53.84","16.71","66.95","73.45","5","778.99"
"1999","12","9","22.89","2250.22","17.12","2.9160000000000004","10","75.52","38.12","4.51","54.82","2","396.57"
"2004","9","1","0.8","965.05","10.03","2.49","6","44.58","24.44","93.14","62.97","4","725.85"
"1991","37","10","-3.68","2465.32","23.57","1.134","6","84.52","9.36","22.15","64.51","3","232.52"
"1990","12","7","25.92","341.47","4.51","3.564","2","37.98","49.68","3.71","73.66","3","668.28"
"2004","23","2","3.8","2894.74","23.47","0.918","8","11.03","21.46","23.8","67.04","3","155.8"
"1997","12","3","32.93","716.02","22.73","2.898","5","57.06","22.55","21.17","34.55","5","1049.9"
"2022","7","2","7.71","2391.74","18.38","1.413","9","91.82","10.04","30.96","64.41","1","595.06"
"2010","6","4","23.49","938.91","14.28","1.85","7","83.42","40.86","57.65","81.58","3","345.41"
"2022","4","9","20.21","2560.59","27.06","0.99","10","32.65","4.23","70.86","57.61","3","288.42"
"2007","24","8","32.83","947.65","22.47","3.4650000000000003","2","55.12","47.04","38","75.68","2","488.85"
"2001","10","2","13.8","2857.71","12.28","4.75","7","35.34","27.27","78.86","42.74","2","718.85"
"1994","26","9","-2.28","2786.47","7.11","3","6","54.91","40.9","39.78","83.32","1","998.55"
"2009","3","10","4.71","2432.28","28.83","1.719","5","48.88","33.99","94.88","86.51","5","266.65"
"1994","40","8","29.64","993.05","25.47","1.683","3","52.53","39.33","82.94","61.33","5","430.96"
"1995","19","10","-4.29","1040.99","26.49","0.873","5","70.49","41.89","55.83","61.53","1","178.64"
"1991","5","1","-0.07","1684.5","6.74","1.43","9","77.44","13.84","39.15","86.99","4","584.3"
"2007","9","10","14.93","2911.41","2.49","3.92","5","12.54","31.15","70.58","44.6","3","1767.85"
"2002","40","5","14.79","486.36","5.66","3.519","3","92.46","30","18.64","75.72","5","1684.39"
"1991","38","7","5.07","1333.9","6.83","2.15","3","89.74","6.97","6.07","41.28","4","1009.98"
"2017","25","1","25.72","2691.84","23.18","0.9","3","25.38","0.81","9.08","84.12","3","174.11"
"2019","38","8","20.55","594.36","25.36","1.62","0","42.26","39.62","87.93","66.55","2","695.35"
"1994","20","7","26.41","944.64","24.35","2.07","9","99.45","49.7","86.56","51.2","3","294.94"
"1990","28","5","31.63","1707.89","1.95","3.87","2","40.38","3.43","9.45","80.18","4","1453.29"
"2022","8","8","-1.59","233.62","4.47","2.2230000000000003","5","56.09","41.29","44.39","32.05","5","906.47"
"2008","38","6","16.03","973.37","4.11","1.97","4","72.92","5.63","39.56","84.25","3","646.92"
"2010","13","1","14.57","2114.71","29.53","1.557","3","51.24","46.94","69.08","34.04","3","449.09"
"2000","32","3","0.58","1781.67","16.57","0.684","1","56.36","45","83.03","68.23","2","90.29"
"1993","33","3","32.25","1326.45","17.85","2.763","7","11.12","48.33","73.34","66.94","3","1164.05"
"2003","10","2","10.47","1470.2","15.86","1.854","8","82.41","45.88","36.12","81.14","1","351.48"
"2024","9","3","13.52","2980.29","23.67","2.097","9","68.42","32.05","71.28","64.45","2","607.24"
"2000","35","4","5.89","1584.7","21.98","2.124","9","49.52","32.38","61.03","55.4","3","855.78"
"2020","20","10","18.95","1481.4","24.58","3.051","4","42.15","42.24","12.92","70.1","1","1120.6"
"2009","36","8","13.24","1292.03","2.46","4.14","9","23.88","10.48","51.58","69.13","1","812.49"
"2015","14","8","6.01","2936.26","9.63","1.83","5","43.74","31.03","83.88","87.94","5","251.87"
"2005","33","8","9.77","1653.35","26.2","0.513","0","68.7","35.83","94.4","83.44","3","217.7"
"1992","1","5","22.34","1562.49","10.57","2.05","8","71.65","30.37","2.41","57.01","4","859.97"
"1997","11","2","16.55","2189.44","5.54","1.68","8","62.53","9.16","15.4","36.26","2","207.15"
"1992","5","3","10.23","1335.44","11.23","2.61","5","46.79","18.68","10.13","89.22","2","1104.97"
"1994","28","1","17.65","1189.57","19.98","2.619","7","81.78","1.54","86.11","31.16","2","964.76"
"2013","11","2","2.04","2694.32","0.81","1.18","5","14.86","2.89","84.33","30.14","1","445.37"
"1993","8","3","-3.32","2146.55","15.35","1.737","6","65.15","11.8","13.77","39.88","1","523.48"
"2016","9","4","9.27","2629.49","23.47","0.963","7","19.8","29.04","63.04","68.18","2","103.19"
"2013","24","5","2.7","2208.42","8.71","1.57","8","77.67","18.74","72.57","34.28","3","775.55"
"1993","18","5","20.75","576.24","9.42","1.33","0","57.14","17.36","67.02","85.74","1","478.01"
"2010","19","3","28.33","464.72","26.39","1.278","10","74.87","21.02","42.98","68.4","5","323.59"
"1995","28","3","16.91","2870.11","26.47","2.079","7","77.52","24.6","88.25","67.31","1","1015.85"
"2023","23","5","-3.67","2950.82","17.35","0.54","5","40.2","4.9","32.87","35.48","5","104.72"
"1998","38","9","33.38","954.89","15.47","3.366","10","75.43","26.62","63.33","38.66","2","787.74"
"2018","34","10","-3.55","1133.72","26.37","0.972","1","40.64","9.26","48.98","98.02","1","157.31"
"2004","39","10","15.37","389.7","4.32","2.574","0","65.12","12.35","75.17","48.57","3","933.82"
"2009","28","3","3.88","776.4","11.14","2.93","1","88.69","43.91","36.54","96.33","3","1005.89"
"2010","15","7","11.51","813.66","8.74","2.15","7","68.58","26.67","55.07","86.06","4","443.24"
"2018","10","8","17.73","1183.14","14.23","2.36","5","35.83","21.12","41.5","75.51","3","716.39"
"2008","9","5","13.19","2930.72","5.36","4.19","3","84.08","42.76","71.62","68.75","4","1634.89"
"1997","5","8","17.27","228.63","14.13","1.818","0","89.59","15.27","41.38","59.71","4","274.27"
"1990","9","5","4.03","1349.95","27.77","2.574","10","50.86","39.44","1.46","97.34","3","616.9"
"1991","25","3","-4.3","309.19","16.58","0.972","7","12.93","17.28","68.25","99.71","3","401.03"
"1997","17","7","18.86","1024.74","27.39","4.32","9","68.17","8.02","6.95","71.48","2","1271.67"
"2021","36","9","26.35","2016.82","29.67","2.772","9","63.34","33.83","4.1","79.05","5","368.67"
"2003","27","9","-1.77","334.73","8.17","2.394","5","77.46","20.03","28.7","74.61","4","529.82"
"1991","18","5","18.27","2537.24","27.52","1.962","5","13.39","30.81","38","30.68","1","617.84"
"2003","19","2","7.19","1665.29","3.88","1.26","5","33.71","15.45","92.74","82.45","4","487.07"
"1993","28","9","27.64","2201.47","22.96","2.475","1","92.29","30.64","94.29","76.59","3","1193.73"
"2022","5","10","3.45","2619.47","16.78","1.872","3","84.51","26.29","86.91","37.36","5","865.5"
"2016","36","9","33.07","1862.46","28.2","2.655","10","79.84","28.62","9.82","96","1","1104.36"
"2008","25","10","22.1","2920.73","25.45","3.438","5","67.12","25.38","74.81","46.13","3","580.88"
"2009","10","9","31.28","1108.1","6.95","3.17","2","71.81","26.38","93.49","96.09","4","1416.87"
"2004","15","6","16.02","844.24","12.1","2.82","3","87.31","42.39","28.15","53.7","3","637.62"
"2012","30","1","34.78","2282.78","8.91","2.36","0","70.12","22.92","31.51","52.97","5","1059.54"
"2009","8","5","19.7","1184.98","26.87","2.493","10","27.73","31.61","33.72","96.41","5","275.42"
"2015","15","5","12.01","1413.62","10.12","3.69","3","14.91","30.57","80.31","44.72","3","878.34"
"1997","11","7","7.98","749.47","24.56","1.6740000000000002","8","14","47.79","76.86","91.62","4","222.38"
"2002","25","9","-1.69","883.42","27.91","0.5760000000000001","3","75.51","16.47","47.89","75.07","1","232.63"
"2001","35","1","22.53","2397.83","0.64","1.07","2","96.58","30.28","74.26","87.63","4","238.3"
"1999","12","9","20.63","1020.45","0.82","0.91","5","10.52","10.94","37.84","55.22","3","132.91"
"2011","27","6","20.32","2516.88","16.89","1.332","9","32.7","33","22.43","35.28","2","429.35"
"2011","17","7","30.21","2385.87","8.19","3.56","4","56.14","21.85","64.87","68.75","4","544.24"
"2000","6","2","28.69","469.17","18.76","3.411","3","45.97","1.9","86.16","90.76","3","1582.93"
"2004","9","4","28.43","1061.32","25.73","2.682","7","96.47","7.08","16.16","73.07","2","1214.37"
"2016","8","6","24.36","2407.75","29.16","2.538","9","25.59","7.73","74.84","64.75","2","693.64"
"2008","6","10","30.76","1215.76","12.2","1.68","7","79.29","42.8","26.69","89.66","4","402.59"
"2016","22","9","28.45","1515.04","29.31","2.097","9","13.06","32.47","20.44","80.16","4","343.94"
"1990","19","10","15.44","2213.43","1.39","3.74","7","95.94","6.39","1.58","34.68","5","1394.52"
"2017","14","9","5.41","1405.94","27.15","1.548","7","64.86","38.01","73.98","56.98","1","500.19"
"2024","33","9","18.69","1341.57","16.33","3.087","1","29.67","20.35","32.31","58.66","5","1317.2"
"2012","33","8","31.38","1610.76","14.39","3.48","7","79.81","4.45","55.34","41.25","3","970.89"
"1994","7","9","33.89","850.03","20.21","1.2240000000000002","1","85.85","29.27","38.22","68.01","3","324.97"
"2004","10","1","30.33","1682.84","18.39","3.357","2","53.64","42.07","97.55","41.02","5","367.77"
"2009","19","7","6.94","660.12","14.28","1.85","3","32.97","25.56","90.67","82.44","1","429.47"
"2001","36","9","19.64","1179.54","4.07","1.85","2","88.31","16.48","54.28","92.19","2","718.5"
"2018","1","1","5.72","531.85","17.21","0.756","2","15.04","45.06","87.65","70","4","289.95"
